$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
417$26654146$解忧杂货店$神哥$2019-06-24 19:19:22$4$刘老师说了，四个编剧……有那么高分原著的基础上，居然拍成这个样子。
418$26654146$解忧杂货店$Mr.Candy$2018-02-06 20:50:29$5$看起来是勉强给拍出来了，但实际上同样的故事，被忽略的全是动人的小细节，不感动甚至想笑。让你觉得是草草交了作业，完全谈不上走心。要说优点是时代背景中国化得还不错。另外希望演员可以明白，演技真的不仅仅是瞎爆发才能体现，做点减法，拿捏好一个眼神就会非常动人了。
419$26654146$解忧杂货店$froda$2018-01-26 01:02:10$1$两星半，也不至于井喷式的一星，我没看过原著，但单从电影的角度，画面美、声音设计在线，故事讲述替换成中国故事尽管有一些部分描述仓促，留下一些硬伤，但最后还是鼻头微酸，说明尚属于治愈系。评论要冷静，不可戴有色眼镜。
420$26654146$解忧杂货店$影子的影子$2018-01-21 12:42:37$4$我觉得换个剪辑应该会好很多吧。目前的故事太平庸太温吞水了。迈克杰克逊那段那个小孩的表演太可怕了，用力过度到让人生厌
421$26654146$解忧杂货店$piano$2018-10-28 21:32:29$0$先看过日版再看国版，除了没有日版那么温情以外，算是中庸之作吧？不至于打到这么低的分数。我也没看过原作，可能因此接受度比较高？
422$26654146$解忧杂货店$mumu$2017-12-30 22:13:11$37$7分。出乎意料，剧情居然改编得还不错。不知道怎么会被黑得这么低分……
423$26654146$解忧杂货店$粽人府$2018-02-02 23:35:28$0$演技和故事都有槽点，但并非不能接受，最大的问题是结构和节奏。故事最深也是最关键的一条线是杂货店爷爷和孤儿院婆婆的爱情故事，是它串联起一系列故事，应该一开始慢慢伏线，而不是一点迹象都没有，最后猛地抖出来缺乏感情铺垫，难以有大的情感冲击。所以各段故事显得极为分散，难有感动。
424$26654146$解忧杂货店$圈圈全$2018-01-03 23:50:44$9$完全没有改编出原著的奇幻和感动，加入太多中国本土改变显得太刻意和奇怪，最喜欢北京胡同院里的艺术家和车站里的流浪汉，一句“摇滚不死”，就是这么朋克了！！秦昊的演技跟郝蕾的脸一样让我心疼！还有我送你一只鸽子，去他妈的美国
425$26654146$解忧杂货店$我是李鱼$2017-12-30 21:03:01$33$还原度很高啊，本来当着烂片去看的。但是意外的好看啊，剧本还是不错的！领衔主演其实戏份不大，黑子你们黑错点了。
426$26654146$解忧杂货店$SHINe$2018-04-25 22:08:49$5$故事选择和日版不同，单元剧感很强，本来应该是重要存在的三个孩子的分量太少了，店老爷爷知道店的时空魔力这点实在是太诡异了（-0.5）。//刚演了四分就来了一分半的演职员表，我还以为片子播完了呢。时不时会有尴尬的配音。（-0.5）
427$26654146$解忧杂货店$葱花花花花$2017-12-31 11:29:28$11$和闺蜜一起看的，她读过原著，我没有，看完我俩都觉得还不错。不说是个多好的电影吧，也不至于有这么多一星吧。至少我觉得用这么一部电影给自己的一年收个尾可以了。get到了董子健。
428$26654146$解忧杂货店$尹地仇$2017-12-24 16:19:58$30$都不知道说什么，东一回西一会，好的翻牌资源都让这群乌合之众给霸占了，真不爽。湛江爱华金影看的，是平安夜，不知道怎么那么多女学生出来看，整个影厅没有几个男的，那些学生妹有初中的高中的中职的高职的，技校的，简直花的海洋…
429$26654146$解忧杂货店$豆友191485615$2020-07-15 22:04:57$3$这部电影简直就是挂羊头卖狗肉，迪丽热巴带资进组的吗？三个男孩现在就变成两个男的一个女的，毁我原著。一大堆破心灵鸡汤，有毒！
430$26654146$解忧杂货店$汐葉ღ$2018-03-09 21:47:55$4$小说原著真的是底子好，这样的情节看得引人入胜。但是还是后悔啊后悔啊没有先看原著和日版。那些正能量的好像是有些狗血了，尬。。。爸爸前一秒被气的心脏病发作后一秒就说拼的不好也不要回来。。。
431$26654146$解忧杂货店$Midnight$2018-08-06 21:58:12$13$是原著粉，看了电影之后觉得场景还原非常好，本来没指望能拍得多好，但看完电影我居然落泪三次…三字的第一部电影吧，觉得弟弟演得不错，长得也真是好看，未来可期。董子健演技真的👍不是吹。迪丽热巴也蛮喜欢 
432$26654146$解忧杂货店$Lotte Mars$2017-12-30 12:44:42$4$用王俊凯开场和结尾并不是个好主意，进入30年前观感立刻提升了
433$26654146$解忧杂货店$关小白$2018-02-12 15:19:24$5$矫揉造作到令人作呕，原著本身就是本无聊鸡汤文，并不适合影像化，更不适合搬上内地大屏幕…改得乱七八糟，一群明星无病呻吟，当然，这锅不该艺人背
434$26654146$解忧杂货店$赵火火zFy$2018-01-27 14:09:02$0$感觉老爷爷让解忧杂货店在未来这一夜的复活，就只是为了三个迷途的孤儿找到方向。而不是这三个孤儿不小心进入了这里，赶上了复活期影响了一生。。。这两种方式貌似结果一样，但给人感觉的格局就会差很多。更喜欢后者。可惜本篇给人感觉是前者。
435$26654146$解忧杂货店$一只特特呦$2021-12-11 15:11:13$1$温情的小说拍成了煽情的电影，帅哥美女再配上乱炖故事，说原著是大冰的我都信。
436$26654146$解忧杂货店$千机伞$2019-11-10 19:15:24$3$当年我就是在这部电影里get了王俊凯和陈都灵的颜值！！！我说是陈都灵的时候身边都没人信！！！还说我认不清！这二位快去多拍些剧吧！
437$26654146$解忧杂货店$大頭皮鞋$2018-10-27 22:34:38$4$似着急把故事讲完，有很多剧情靠着对白硬着陆，少了许多暖人之意。
438$26654146$解忧杂货店$夜$2018-01-26 19:58:06$4$hmmm大概是认真地拍了一个平庸的片子。从头到尾的平铺直叙轻描淡写，不但没能体现原著的精髓（人物的内心挣扎与彼此之间千丝万缕的联系），反而放大了缺点（巧合与鸡汤），难以产生情感共鸣。演技反倒不是大问题了，只能说真的没拍好…
439$26654146$解忧杂货店$RaphaelDSW$2019-02-04 16:03:05$4$"   其实很期待第一个故事的呈现，但有点失望，剧情还原是有但没有诚意，演员的情感爆发是硬挤的，强行发展。
   并不遵循原著是好事，但提前曝光知名女歌手的身份就是孤儿院旁听吉他的小女孩，是怕观众看不懂吗
   亮眼之处也有，音乐道路不得志的男人画面里出现的歌姬照应了下一个故事
"
440$26654146$解忧杂货店$唐朝$2018-01-27 21:50:50$5$演得最好的是成龙。小说的生活智慧到了电影里全变成酸溜溜的梦想陈词。
441$26654146$解忧杂货店$Akina$2018-10-18 10:35:36$7$国产电影预想中的水平 虚假滥情脸谱化的伪鸡汤 演技台词叙事服化道全烂 假的很平均
442$26654146$解忧杂货店$堃$2018-01-30 22:16:55$0$不疼不痒的复制粘贴，书中为了搭建精巧的结构以及催动情绪的积累，不厌其烦地做了很多铺垫工作，但电影过快的节奏让我无法对人物感同身受。
443$26654146$解忧杂货店$出神者$2017-12-30 16:59:47$4$其实比想象的好一点 就是不该把酱油三人组当主角吧 某流量男孩一说台词就尴尬感来袭 热巴也不好看啊 解忧爷爷完全可以找个不出戏的演员 几个故事串联起来 演员都挺认真但整体节奏太慢了 前面真的看不下去 陈都灵是个惊喜 颜值让剧情都变得好看了点 国产片通病 空洞 陈词滥调 两星半
444$26654146$解忧杂货店$kiki204629$2018-01-27 20:56:10$7$如果说北野武半张脸面瘫是病，那年纪轻轻的WJK整张脸面瘫是怎么会事儿？
445$26654146$解忧杂货店$找自己$2018-02-23 16:13:37$0$有一句话说的很对，一个人接受了鼓励，并取得成功，是因为他已经有了方向、有了自己的地图，没有人会告诉你应该怎么走。一切都需要靠自已。
446$26654146$解忧杂货店$醉酒看狗$2018-01-28 17:57:51$1$有强大的原著作为后盾确实不太一样，作为一个整体怎么也难不及格，怪不得现在都这ip那ip的
447$26654146$解忧杂货店$3❤22$2018-01-25 19:02:12$4$客观讲王俊凯演技还是可以的，就是毁原著，杂乱堆积感！
448$26654146$解忧杂货店$豆友153045100$2017-12-30 20:16:50$28$个人观点，其实没有把原著毁掉，而且在很大程度上其实是更为中国的人观众接受的。小董的演技一直在线，热巴的演技比丽姬好很多了，小凯确实进步很大让人意外啊。不知道为什么有那么多人都说是烂片，总体还是很不错的，很治愈，会让人在想落泪的时候感到温暖。
449$26654146$解忧杂货店$石头宝宝$2018-11-06 19:31:49$0$流量小生想替导演背锅都没机会啊！故事架构尊重原著，大的框架没问题，第一个故事的切换觉得眼前一亮，好想夸，然鹅从第二个故事开始垮掉，头重脚轻的开始摘抄书中的句子串场景。听着熟悉的台词，苍白的讲述，我都怀疑自己对原著的高评价是怎么来的了！不是韩先生导的，但视觉效果还是有韩先生印记的。
450$26654146$解忧杂货店$鱼耳朵$2018-02-18 22:47:23$4$国内应该还没有导演能驾驭这种时间线复杂的故事吧，一个以日本为背景的小说愣是给改成发生在中国，即使做了本土化的装饰依然还是充满违和感；即使有演技的演员也没有的到发挥，比如秦昊、比如郝蕾~·~
451$26654146$解忧杂货店$奈斯Biu$2017-12-29 13:33:10$9$我很愤怒，真的，明明在书中是几个很好的故事，但是拍出来竟然这么蛋疼，浪费题材不说，演员明明都是不错的演员，怎么演起来就那么奇怪，很失望，因为知道书本身不适合拍成电影，已经下调了预期，但是没想到还是这么糟糕。
452$26654146$解忧杂货店$威利旺卡刘海乱$2019-09-08 00:23:11$4$对吼，还有这个看完之后不想也不好意思来标记我居然看过的电影……
453$26654146$解忧杂货店$風立ちぬ$2018-03-22 01:21:28$0$大晚上的被解忧杂货店给激励暖心到。何以解忧，唯有自己的努力来的踏实积极。最后的白纸寓意，点睛之笔，妙不可言。/2018.3.22
454$26654146$解忧杂货店$一一$2018-01-25 23:38:20$0$平淡，却好看，两个小时感觉一下就过去，还是在优酷上看的，相信在电影院看会感觉时间过得更快！这种感觉时间过得很快的观影体验可以确定一部影片其实不错！
455$26654146$解忧杂货店$🍰小白蛋糕🍰$2018-01-08 14:48:02$4$这部电影的框架和《触不到的恋人》很相似，一个神奇的信箱，不同时空的人通过书信发生的奇妙温情故事，又很像《深夜食堂》都是再讲情感鸡汤。看似无关的三个故事，跨时空把杂货店和孤儿院联系在了一起，故事很清晰联系也很紧密，每个人都是通过自己的努力才得到美好的结果。两颗星给成龙大叔。
456$26654146$解忧杂货店$小姜说剧$2018-01-07 09:07:41$0$因为小说的缘故才特意去看的电影，还好没有失望。每个人都希望自己的人生中能够出现一个智者，他会告诉我们以后的路该怎么走，那样我们就可以不经受任何失败的走向成功，但是事实就像解忧爷爷说的那样，每一个人的成功都不是因为听了别人的建议，而是靠自己的努力和辛苦。这个冬天真的温暖到了我。。
457$26654146$解忧杂货店$醉饮狂歌$2018-10-20 15:02:22$4$就成龙那一段能看。。可能还是有原小说的支持，看多这种片已经开始怀疑我的审美了。。。
