$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35372742$无名$比目鱼很好$2023-03-05 18:14:08$2$程耳导演真的用心了，从头到尾明明有这么多可以会心一笑的点
1335$35372742$无名$夭夭$2023-01-22 12:43:19$24$。。。大过年的。。画面阴暗。。
1336$35372742$无名$只若初见$2023-01-22 13:50:12$444$故事叙述没逻辑，演技没表情面瘫，镜头也是阴暗没美感。说实话，大过年的还是去看点喜庆的吧。
1337$35372742$无名$莫吉托$2023-04-18 23:02:22$0$还是喜欢好好讲故事的电影
1338$35372742$无名$薄荷糖漫游$2023-01-22 12:59:52$155$看的第一部程耳，非线性叙事剪辑，虽然有些场景不必放进去（比如最后王一博亮出自己的身份），但的确是完成度不错了。布景摄影服装等没得说，内容上一些坑铺了也都填了，大荧幕上看真的非常享受，内地需要更多这样的电影。
1339$35372742$无名$黑白万花筒$2023-03-10 22:37:08$3$不错的，很多细节，值得二刷
1340$35372742$无名$K.O$2023-04-15 09:32:22$0$有点乱
1341$35372742$无名$花枝丸$2023-01-30 17:45:07$6$中间有点无聊 打戏挺出彩
1342$35372742$无名$姜小龙$2023-04-15 17:26:14$0$就是还行吧 没有任何新鲜感 中规中矩
1343$35372742$无名$AndresHsueh$2023-03-15 21:17:49$3$非常好的镜头，非常好的想法，但是这个剧本闭幕之后按正叙事复盘的话，就会发现有很多问题。
1344$35372742$无名$five$2023-04-17 01:36:05$0$看了半个小时也不知道在说什么？？？果断弃
1345$35372742$无名$瑞瑞是一只🐰$2023-02-04 16:29:31$3$最后的反转 有点生硬子
1346$35372742$无名$ZeRann$2023-02-11 22:51:50$3$如果是顺着的时间线可能半小时就能讲清的故事。就逮着长镜头和老演员的演技使劲薅了～～
1347$35372742$无名$lanving$2023-04-06 09:34:30$2$人物简明而深刻。技巧和表达能完美融合就会是一种享受。
1348$35372742$无名$快乐_就要快乐_$2023-04-19 00:28:08$0$日军暴行惨绝人寰，绝不能忘，警钟长鸣结尾的打戏还行，但剪辑叙述的方法并没有让本就不复杂的故事情节更丰富和深刻
1349$35372742$无名$karenforme$2023-01-22 11:31:07$39$很少一部电影能让我全程一次手机也没玩！这次的程耳不仅兼顾了高质量艺术性也找到了通俗易懂，太棒了！大年初一的惊喜是无名给的！
1350$35372742$无名$｜Ambition$2023-04-15 01:02:16$0$挺简单的故事，拍的这个乱
1351$35372742$无名$豆友q2Y_ENl0Zw$2023-01-22 13:08:34$173$为梁生去看，很精彩的一部谍战片，每一道皱纹都是戏，剧情跌宕起伏，扑簌迷离，喜欢谍战片强力推荐
1352$35372742$无名$汤姆克鲁之$2023-04-09 08:02:08$3$好好拍会更好，非得炫技还炫不明白
1353$35372742$无名$Dora小丸子$2023-01-22 12:01:59$118$质感太好了，打戏好爽
1354$35372742$无名$洛羽$2023-04-11 16:51:47$0$用魂系的叙事手法讲了一个简单的故事
1355$35372742$无名$鱼豆腐$2023-01-22 11:48:29$77$无名我惊讶了，牛🐮，是主旋律，但却是从未见过的质感，程耳强，梁朝伟稳，王一博也完全没问题，值得二刷三刷！！！ 
1356$35372742$无名$annan木木$2023-01-22 11:21:23$465$这也太难看了，坐在电影院里都是煎熬。大段大段无聊的对白，也听不懂，电影是为观众而产生的，不是特定人。求求王一博别演电影了，公主你也别接烂片了，迅你也吃烂钱了，这么点戏份。
1357$35372742$无名$红薯玉米蛋包饭$2023-01-22 11:36:55$194$禁止用影帝做宣传吸引人然后整那些名不副实的。。。。闹心巴拉的。
1358$35372742$无名$爱追剧的某某某$2023-01-22 13:35:07$386$好看！不愧是程耳
1359$35372742$无名$福泥泥鸭$2023-01-22 13:11:44$313$爱豆演戏真的不行，王一博根本没有演技，剧情没有逻辑很无聊，看了一会就出来了，还不如出去溜达晒太阳，真是浪费时间
1360$35372742$无名$wei$2023-01-22 12:09:23$246$被表妹约出来看电影，浪费时间看了这部烂片。我还得请回表妹吃午餐。剧情稀烂，莫名其妙的地方很多，演技好的影帝也救不了。这个导演的作品基本可以拉黑了，不会讲故事的人
1361$35372742$无名$我胆小如鼠$2023-04-12 19:00:05$1$不会拍就不要学别人拍，拍得稀碎。还有某小鲜肉的演技真的一言难尽...
1362$35372742$无名$锅包肉的锅$2023-02-13 17:42:16$2$感觉一般吧，有点谍战又有点文艺，剧情线太折叠了，观感没有特别好
1363$35372742$无名$皮皮皮皮皮卡丘$2023-01-22 12:17:38$19$意犹未尽。怕剧透买的早场，大过年的早起真的太困了。等影院有好时间段的时候会去二刷，不知道能不能蹲到IMAX的
1364$35372742$无名$慌慌张张$2023-04-16 22:41:41$0$没看明白 打乱的叙述手法 刻意的视听 
1365$35372742$无名$Lyndon$2023-04-18 21:36:30$0$学的王家卫吧，可惜缺点魂，故事再有趣点也许能弥补。王一博那句“你先不要脱，我要好好想想。”是全片的兴奋点。
1366$35372742$无名$豆友5ed2lM4unE$2023-01-22 11:35:26$90$精美绝伦超级精彩，准备二刷！！！
1367$35372742$无名$白桃气泡$2023-01-22 13:57:36$134$全程不知所云，知道导演想整高深点，但起码逻辑要通吧。真的浪费时间，梁朝伟这几年净演烂片了
1368$35372742$无名$迷迷大王🫡🫡$2023-01-22 14:14:19$1126$1.非线性叙事拍的好叫百转千回，悬念叠叠，拍的不好叫故弄玄虚；2.就是真的连最基本的故事都没有讲清楚，看到最后也不知道公爵那条线到底要讲什么；3.一星给构图，一星给大年初一的好心情；4.两个年轻演员半斤八两，对不住这么好的资源，心疼所有其他演员；5.策划和营销真的有问题，这种有较高观影门槛的电影真的不适合在贺岁档上映
1369$35372742$无名$C  C$2023-01-22 11:54:13$358$刚从影院出来，朋友我俩还在感叹，剧情紧张刺激，推荐推荐
1370$35372742$无名$nothing$2023-04-12 07:06:51$0$时间线太碎了，平白增添了理解门槛。
1371$35372742$无名$不鱼$2023-01-22 12:31:05$177$这叙事 镜头满分
1372$35372742$无名$Surf boy$2023-04-23 10:06:24$0$可以更好
1373$35372742$无名$杨门小宅女$2023-01-22 11:41:30$268$看了好后悔，看的心情好压抑，剧情也好乱
1374$35372742$无名$momo$2023-01-22 11:41:37$183$求求了，别让面瘫脸演电影了，大年初一看睡着了
1375$35372742$无名$盘丝大仙$2023-01-22 13:43:43$236$江疏影那个角色起到什么作用
1376$35372742$无名$摸鱼靓仔$2023-01-22 11:20:47$149$拍的好，拍的有质感。仅限于此
1377$35372742$无名$Ojbk$2023-01-22 13:19:49$94$。。。。什么钱都赚只会害了你们啊
1378$35372742$无名$隧道表面$2023-01-22 11:41:41$325$把观众当傻子逗...不是不能这么剪，但既然想炫颠倒式蒙太奇的技，就应该把节奏把控好，前半段真的是让人昏昏欲睡...
1379$35372742$无名$许小竹1992$2023-02-01 21:23:00$35$浪费演员的烂本子和烂叙事方式，比预期的还差
1380$35372742$无名$天天丘山$2023-04-17 04:59:37$1$好看！喜欢！电影有很强烈的程耳的个人风格，各种插叙倒叙反转，好像拼魔方一样，镜头也很有艺术感。第一次看罗曼蒂克消亡史的时候我还觉得看不懂，今天看无名的时候我开始喜欢这种风格了。让人看完第一遍总想看第二遍，总怕遗漏一些细节。
1381$35372742$无名$清风$2023-01-22 11:31:20$161$这都啥？影帝影后恰烂钱挣外快呢，烂的要丝服辣💁
1382$35372742$无名$35$2023-01-22 11:19:31$138$剧情太紧张了 ，好久没看这么好的电影了，王一博新生代电影新秀
1383$35372742$无名$渐行渐远$2023-01-22 11:37:14$435$这什么大烂片，害我浪费时间和钱，一大早兴致冲冲的拉着老公来看，王一博演技真尬，流量的演技在梁朝伟，周迅等老演员面前就是垃圾，剧情也不知所云，退钱
1384$35372742$无名$拉格朗月$2023-04-18 22:56:26$0$演员都很不错 打乱时间线稍显刻意 
1385$35372742$无名$哎呀哎呀$2023-01-22 11:23:13$164$打戏印象深刻！
1386$35372742$无名$海角对面是海角$2023-02-21 15:01:51$1$将强有力集体信仰弱化为个人驱动力，不失为对历史正当性的解构，立意低，格局小，再好的拍摄和剪辑也挽救不了。
1387$35372742$无名$dandande$2023-02-17 15:28:42$4$7.5剧情很紧凑，全员演技在线，不过让伟仔说普通话确实会让注意力在说话上，无名的英文居然是隐藏锋芒，没想到又意外合适。
1388$35372742$无名$甘草杏$2023-01-22 11:30:33$195$博纳出品。复杂的剪辑时间线，观看门槛挺高的，不适合春节档，旁边的大爷看一半就开始玩手机了。形式大于内容，有点好看又有点难看，乏善可陈一眼看到头的故事，空洞的人物塑造和情感，看了又好像没看，靠画面和光影出彩，很多隐喻，声音转场玩的不错。
1389$35372742$无名$欧内斯特er$2023-03-06 21:37:06$1$除了梁朝伟和王一博的肉搏，其他部分乏善可陈。梁朝伟是老了，但是眼睛还会说话，王一博那就是张扑克脸
1390$35372742$无名$多多想吃冰淇淋$2023-01-22 13:01:30$175$精美的质感 反转的剧情 值得反复品味
1391$35372742$无名$江舟舟舟$2023-04-16 22:34:38$2$无病呻吟
1392$35372742$无名$锦户蓁$2023-02-15 00:19:40$4$想说的太多 想用的表现手法太多 最后什么也做不好
1393$35372742$无名$。$2023-01-22 13:23:01$684$有点看不懂
1394$35372742$无名$吃肉大赛冠军$2023-01-22 12:29:17$358$大年初一看日本人屠杀中国人。。。。。我真是吐了，晦气的要死
1395$35372742$无名$无限可能$2023-01-22 11:38:00$278$除了震撼还是震撼，真的值得一看，太🐮了程耳，剧情紧张刺激，我都感觉跟着心跳加速了😂😂😂会二刷
1396$35372742$无名$小安家里养的狗$2023-01-22 12:32:10$260$1.电影装逼只装一半也太难受了（但是还是有喜欢的片段）2.你说全片都端着那种“文艺范”的电影，有几处配乐莫名其妙就奔着mcu风格去了3.打乱时间线的效果就是开始看不明白，看明白之后“就这么点事你打乱的意义是？”（只有结尾那个反转打乱时间有点用）4.而且反转也是那种显得前面剧情很弱智的反转5.所谓的“烧脑”就是打乱时间之后反复重复台词6.男二演戏好搞笑 ，甚至不能全怪在演员上（虽然他演技很垃圾）导演只想让他装，但是氛围又完全对不上
1397$35372742$无名$丽江$2023-04-10 14:36:54$0$画面赏心悦目 细节考究 表演中规中矩 梁朝伟很出彩 但故事性是不是差了点 剪辑突兀
1398$35372742$无名$鎌倉$2023-01-22 11:37:34$189$真的是非常好看！大年初一的第一部影片没有辜负我对于它的期待！梁朝伟周迅的演技真的非常到位，各位演员的处理方式也非常细节，以及程耳导演一些镜头的处理方式，真的美轮美奂。另外，王一博真的超出我意料之内，真的如同程耳导演所说“一个优秀的电影演员的诞生”。真的入股不亏这部影片！！
1399$35372742$无名$日不落的热气球$2023-01-22 11:43:24$411$因为梁朝伟和周迅去看的……但梁朝伟和周迅也救不了烂片………影片剪的稀碎，连最基本的故事都讲不好，还有王一博………不会演真的不要硬当演员好吗！本来电影就够难看了，王一博一出来就我就忍不住内心那想破口而出的问候！那脸且先不论好看与否就整一个木的！眼神木的脸是木的………这么一张脸是怎么可以演电影的？真是大喊救命。已经不记得多久没看过这么难看的电影被这么可怕的演员一整个整到无语。真的难看！难看到一整个坏心情！
1400$35372742$无名$习惯黑暗$2023-01-22 14:02:37$95$这是我去电影院看过体验感最差的一部电影，没有之一，画面阴暗，剪辑镜头乱的要命，不知道在讲些什么，这大过年的给我看的烦躁的不行，冲着梁朝伟迅哥去的，结果迅哥早早下线，另一个流量明星戏份那么多，每次怼脸都丑的我一激灵，从头到尾的面瘫脸，我请问这演技怎么上大荧幕上大电影的，现在电影行业已经这么落魄了吗？属实挂羊头卖狗肉了，给想看的人敲敲警钟，大过年的还是看点心情舒畅的吧，总结，太难看了。
1401$35372742$无名$初日升$2023-01-22 13:49:43$535$冲着“梁朝伟”走进电影院的。无名先生是老了，比易先生话多了，味道还在。开头阴暗色调渲染的侧影沉默、压抑，让人心动，黑皮鞋踩那一下更是踩到我心尖尖上了，几秒就值了。♥
1402$35372742$无名$承受羞耻和飞翔$2023-01-22 12:28:37$65$只能说商业片大家懂吗，毫无新意，建议不要送上门当韭菜，不想被绑架。剧情也很烂
1403$35372742$无名$可乐炒香蕉$2023-04-16 12:08:00$0$浪费时间
1404$35372742$无名$拜见冥王$2023-01-22 12:42:18$333$3.5  《无名》的最大矛盾就在于以“有名”演“无名”。那种程耳特有的隐藏感、暗流涌动的氛围营造，碎片化叙事，有时还带有点出其不意的突发性行为逻辑，被明星制、主旋律宣传话语所“破坏”（好在整体破坏性不大）。梁朝伟、周迅、森博之等人的表现自不必说。只是王一博的确少那么点代入感，角色身份的游移感依然是不到位的（或者说用力过猛）：坏得太拙劣，又好得不那么令人信服。结尾停在糕点铺再好不过了：前台小哥一个点头，配合周迅开场打开糕点盒的情报，可见这里是个地下站点。无名百姓的支持，才是抗战胜利的关键。于无声处听有声。结果片名出来后又来了个“我是共产党”，真真落俗了。《无名》是主旋律电影表达方式的又一新探索，以氛围破局，上次是张艺谋《悬崖之上》，上上次是梅尔维尔《影子部队》……
