$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
371$35131346$隐入尘烟$kakakarl$2022-02-21 21:46:37$42$现代西北农村版《活着》，李睿珺作品除了《夏至》以外都看过，觉得该片是导演目前最佳的作品。女主选用海清，因为表演的不同，还有国民媳妇的特殊性，总觉得没那么简单。如果是亲妹妹，怎么会把她关在牛棚猪圈里呢？还有如果没试过，怎么会得知她不会生育？
372$35131346$隐入尘烟$我们敏熙$2022-07-18 20:58:57$31$反思全是通过台词展现，会感觉有点省事。
373$35131346$隐入尘烟$Waner$2022-08-14 22:50:09$33$地是怎么犁的，粮食是怎么种的，房子是怎么盖的，善良的人在怎样地生活，资本、证策、亲朋好友又是怎么抽血的……
374$35131346$隐入尘烟$uncannyblue$2022-08-20 17:32:40$38$连这种片子都得加上那行字了？彻底没搞头喽。试图靠近土地但失败了，一切都过于精巧，我真的无法在苦难中看出诗意和浪漫，也无法被感动，苦难就是苦难而已，任何美化都是可耻的。btw海清的确不太行。
375$35131346$隐入尘烟$jennifer$2022-09-11 00:27:52$26$悄无声息地活，唯独有滋有味了一年，再一次悄无声息地死去。 太苦了，我以为他不会死，他还有驴，还有燕子，还有河边放生的小蝌蚪，还有一袋长成十三袋的麦子。 以前他有这些，过活了大半辈子。后来贵英来了，养了猪，孵小鸡，盖新房。 贵英又走了，这些变得毫无意义。 
376$35131346$隐入尘烟$凯文·史派东$2022-02-21 01:26:34$34$海清参加了一届FIRST，真的身体力行和内地这些独立导演合作上了，但无论是《蓝色列车》还是这部，她的电视剧上海小媳妇式气质已经深入骨髓，格格不入。《路过未来》的教训在那儿摆着，你是用原生态演员的好手，为什么还要找有名气的专业演员，来演与影片气质不符的村妇。导演的上限在那儿摆着，快要被自己榨干了。
377$35131346$隐入尘烟$野芳发$2022-08-28 00:29:09$113$导演李睿珺对底层的表现一直停留在想象的层面，以至于他的电影都缺乏质感，当现实主义电影没了“真实”，那它就显得太假太经不起推敲
378$35131346$隐入尘烟$Ridden$2022-08-28 00:09:16$45$大西北的沙漠长不出玫瑰，印在手上的麦穗是他最汹涌的爱意。 
379$35131346$隐入尘烟$饼华夫热情$2022-07-09 15:14:44$27$人造尘烟，人造浪漫。
380$35131346$隐入尘烟$杀猪佬$2022-08-22 19:46:41$23$与《活着》类似的内核，通篇只有二字——“失语”。社会底层农民的“一码归一码”和地主阶级的偷奸耍滑形成了鲜明的对比。在中国，有时候我们离好电影就差一张电影票，可我们宁愿选择《独行月球》。
381$35131346$隐入尘烟$夏目美绪$2022-07-27 18:59:50$31$"再次重新认识生命的张力。
半年内献血不能超过400ml，为了救人老四半年内不知道献了多少。
从小落下病根的桂英一直生活在窝棚里，曾施舍给疯子一块馍馍，被打得双腿很久走不了路。
国家精准扶贫、一户一策，搬到城里住对于建档立卡的特困户几年政策不动摇，帮忙解决城里就业，而老四似乎只能看着空荡荡的毛坯房，看不到自己的驴和地了。
对于献血法的违反，对身体障碍妇女的虐待，扶贫政策不落实不跟进，这些违法违规的事情对应的就是发生在这小村庄里的有些哀漠的不幸，也是法治社会的光芒还没能完全点亮这里，或许光的传播需要更长的时间。
可是一个老头和一个残障女人组成的家庭，我感受到了他们生活的温馨，抱团取暖的温暖，执着地一点一滴改善着生活、住房的努力，他们自己已然成为光亮，至少填充了我的双眼。"
382$35131346$隐入尘烟$恶鸟$2022-07-15 08:02:43$21$几乎像中国西北版《都灵之马》，只是比都灵之马少了象征隐喻，更加纯朴真实，尘归尘，驴归驴，没有倒创世的七天，只有普通农民的倔强一生
383$35131346$隐入尘烟$小南玩小南$2022-02-23 21:56:20$53$拍大地的故事，请导演再去看看《蜂蜜之地》吧。当然农民没有性别这一点就不用说了。
384$35131346$隐入尘烟$衔蝉$2022-02-17 02:52:10$29$#Berlinale72nd# 千古奇冤三宅唱
385$35131346$隐入尘烟$GGRACe$2022-09-04 01:39:19$39$很“没意思”的一部电影 内容十分假大空 画面美的也非常无聊 甚至让我怀疑导演拍摄的动机  
386$35131346$隐入尘烟$喜乐$2022-07-23 22:51:16$26$这种文艺片已经不适合我了，在电影进行到一小时左右海清和老公衣着臃肿撒下种子孵出小鸡时，我终于忍不住拿出手机打开淘宝，不仅货比三家买了丢掉的阳伞，还买了用于活络肩颈的小锤锤；同时打开小游戏喂了小鸡也偷了能量；在群里和朋友插科打诨聊了几句天，然后抬头看了看大屏幕，夏天来了，小鸡长大了，麦子也熟了，可是主角们辛辛苦苦忙忙碌碌的一年，也才卖了三四千元钱。其实心里挺不是滋味的。
387$35131346$隐入尘烟$二月鸟语$2022-04-25 03:00:15$13$6.8/10，很工整，但是没有灵气闪现的部分。李睿珺的创作现在进入一个自我审查的阶段，似乎在创作拍摄中为了过审在纠结和犹豫一些叙事的角度，虽然是一部优秀的作品，但是却离金熊奖和银熊奖越来越远了。有一种克制是勇敢，也有一种克制只是克制而已。
388$35131346$隐入尘烟$Henri$2022-08-24 13:56:04$27$苦难不值得歌颂，真实的苦难可能会要人命。
389$35131346$隐入尘烟$划船出海$2022-07-17 23:33:51$19$7.5  换了海清，这可能更像农村纪录片，但是这是电影啊，只有一个演员，她跟群演的生硬有壁。吵架那场更是莫名其妙，敦厚善良成那个样子，怎么突然说伤人的话。没有性也是不应该的。
390$35131346$隐入尘烟$兔仙女$2022-07-27 19:28:02$15$真正的生活的甜是多少工业糖精也复刻不来的，春日里青青的秧苗香气，夏日湍急冰凉的小河，秋天里扬起又飘落的金黄稻穗，冬日里飘落在小驴身上的雪花，有人说片中的农村太穷太苦，其实我感觉看到了这些年中国电影里越来越稀缺的田野里的绵绵诗意，也塑造了真正有魅力的个体，有铁的浪漫是难以复刻的，试问今天在格子间敲击键盘的我们谁有能力亲手垒一间房，孵一窝小鸡，捉一只鱼，我们离生活本身已经越来越远，也就越来越难品尝它的甜。
391$35131346$隐入尘烟$少女漫步世界$2022-08-28 18:47:41$15$多希望每个人都能有个在你手背种花的人
392$35131346$隐入尘烟$饮月狂飙$2022-08-29 12:15:48$39$现实中的曹贵英大抵是过不上这样的生活的。
393$35131346$隐入尘烟$野凡$2022-02-22 23:41:35$18$看毕影片，五味杂陈，心酸、恻隐、忿然还有不适。数次搬迁，对待墙上的“囍”字珍若拱璧，就像他此生对待情感最质朴且纯粹的方式。按在手上的花印，用草编织的驴还有为孵鸡制作的灯箱，皆是诚挚的浪漫。罕见的熊猫血像流水一般被宽容给予，勤恳一生任劳任怨也换不来等价的酬劳。麦子有麦子的命数，人有人的命数。纵使对待万物敬重慈悲，自己却仍受尽轻视。导演实在有几分残忍，竟要拍出又一部《活着》。对于这些既定的苦难与来日的厄运着实令人心生不适。最喜欢贵英站在溪边等待老四回家的一场戏，太善良美好，太珍贵动人。四季更替，命数无常。海清出演这样一个角色不得不令人刮目相看，确实很不容易，希望她的努力能有回报。
394$35131346$隐入尘烟$岛上的夏奈$2022-07-17 21:46:03$28$愿称之为年度最伤感的爱情片。
395$35131346$隐入尘烟$回溯$2022-09-26 10:59:29$53$苦难没有声音
396$35131346$隐入尘烟$freelorn$2022-07-17 17:23:11$31$贵英还不如一头驴
397$35131346$隐入尘烟$咕叽叽$2022-09-03 00:31:25$31$马有铁太值得一个最佳男主了。影片最后他处理驴子、麦子、还钱，到还鸡蛋后那半个身子的回头，给我哭的。
398$35131346$隐入尘烟$用户590254627$2022-07-11 23:27:25$33$故事能讲完已经谢天谢地，主角们选成边缘人物仿佛就能叫观众原谅电影寓言式的浅薄
399$35131346$隐入尘烟$途经年少の桃源乡$2022-08-30 21:20:30$21$一个叫马有铁的男人决定去死
400$35131346$隐入尘烟$蓝詹$2022-02-13 00:38:16$19$3.5，大大超出预期，鼓励一下。男主角好厉害，撑全场。
401$35131346$隐入尘烟$泥巴$2022-07-08 22:46:18$18$禁欲版甘肃活雷锋的乡村爱情故事。
402$35131346$隐入尘烟$约翰柠檬$2022-08-14 15:43:09$20$给城市输血的是农民
403$35131346$隐入尘烟$俾路支$2022-08-31 22:42:18$13$导演还是有意而好心的诗意化了那个黄天厚土，在城市精英语境中那个行将就木，愚昧落后，层层盘剥的乡土中国，搬家、抽血、推倒的重复多次堆砌起了无穷的张力与情绪，我宁愿相信这就是治下的乡村，那个惹人关切却不愿亲近的底色
404$35131346$隐入尘烟$怡宝$2022-08-28 12:26:29$33$贵英死在了去给马有铁送馍馍的路上，马有铁在贵英的手上印好了麦子花，放生了他使唤了一辈子的驴，卖了所有粮食还完了欠下的债，右手捏着贵英编的草驴，左手印着麦子花，死在了他和贵英辛辛苦苦盖好的新房子里。贵英走的那一天，马有铁就已经定下了轻生的念头。一辈子不舍得吃一个鸡蛋的人最后因为农药太苦选择用贵英的鸡蛋压一压随她而去。他们的心本空无一物，她来之后万物生长，她走之后一片荒凉
405$35131346$隐入尘烟$刘德龙$2022-02-13 21:14:31$20$剧作沉重，对第五代命题无多少新意的复刻。从片头介绍到电影，男主角始终是最具光环的一个。
406$35131346$隐入尘烟$傻冒叔$2022-07-17 22:39:26$19$两个孤苦贫贱的人，在荒凉的西北和人世间，懂得爱蝌蚪、爱燕子、爱鸡、爱驴，爱庄稼和土地，所以也比周遭人更懂得爱人，踏实生活和劳作，相互取暖。细节有多动人，结尾和现实就有多残酷。这样的电影排片再少，也要支持一下。
407$35131346$隐入尘烟$小番_FanJunior$2022-09-12 01:49:41$16$贵英常有，而老四不常有。
408$35131346$隐入尘烟$无脸男$2022-07-16 23:54:42$23$命运是不公的，好在爱情是公平的，它不专挑细绳磨，也会眷顾苦命的人。
409$35131346$隐入尘烟$Fleurs.哼哼$2022-08-11 23:33:40$13$"年度国产华语最佳没有悬念。
中国人的命，农民给的，中国人的种，土里长的，我们的新文学，新艺术，新音乐都是在土里经历过一番乃至不堪入目地野蛮生长才有了彼时的高光。
而当下我们的时代则用城中烂尾的广厦，用成吨倒入泔水的食材，用爬满了精神虱子的美颜假面，将乡土狠狠地摔弃。
其实我还想到了《恋恋笔记本》，想到了《熊谷守一》《亲爱的，不要跨过那条江》
较真儿点，我们怎么就不会拍爱情片了，麦疹子后两人在水中的几下挠背是多浪漫又浸入肌肤。
当我们在试图用“天道有轮回”的措辞去在幸灾乐祸地时候，要不要蹲下来看看那头驴，目光四对一下，像不像自己？
"
410$35131346$隐入尘烟$我是个气球$2022-02-16 05:56:57$25$"本来觉得电影画面太过精心雕琢，可是转念一想，反应当代农村的电影凭什么不能那么精心雕琢？（虽有不适但又理解）
