$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
如果本身不具备艺术审美价值，硬要拍出来，把大家哄到电影院去，是否有利用民族情感赚票房的嫌疑呢？https://mp.weixin.qq.com/s/3U2ZXyYWOijqonr3HvFxJA"
371$30128916$夺冠$shibuya emiri$2020-09-25 22:26:52$2$陈可辛真是可能首个把社会主义中国不同时期的价值观了解得这么透彻的香港人了吧。从81女排为国家打球、重集体主义轻个人主义；到今天的鼓励每个人都做好自己的本职工作，在各自工作岗位上恪尽职守。也没有落入自由主义窠臼。射手男是聪明、会抓g点。大球还是国家实力的体现啊，巴西打不赢可能就一定原因是穷。
372$30128916$夺冠$岁月何须溪上记$2020-10-08 09:17:08$3$之前确实不知道郎平一身伤病，“60岁的心脏，80岁的骨头”，在美国开车办了残疾证。能看得出陈可辛在表达对集体主义的反对。郎平改革那段拍得很好。
373$30128916$夺冠$凌麦儿$2020-09-30 21:58:00$2$能把主旋律题材拍得不尴尬的香港导演，陈可辛一定是no.1。其实不尴尬最主要的原因是：1）本质来说，陈可辛拍的并不是主旋律，首先从郎平角度入手，而具体人物心态状态的描绘是陈可辛最擅长的，以小见大比聊女排精神当然更好入口；2）作为导演，本人要把事情想明白看清楚了，才能把自己理解的信息传达给观众。就冲这点，已经比假装一本正经拍主旋律其实脑袋空空的捞钱导演好一万倍，respect。（对比电影之一就是《攀登者》，毫不掩饰。）想清楚的事情是什么呢？夺冠的意义如何从争口气变成享受竞技本身，这其实是每一个在成长过程中有过信仰危机甚至身份认同危机的人的困惑，电影把转化的过程处理得特别好且令人信服，这也让最后的比赛看起来格外开心而酣畅淋漓。现代人心里未必有口号，但面对自己找到自己挑战自己，才是永远的课题。
374$30128916$夺冠$Xaviera$2020-11-03 17:11:00$0$可惜了好题材，原本可以拍得更好的但三个部分还是失衡了……最后郎平一人对抗整个体育局也真的是（扶额）
375$30128916$夺冠$四两白干$2020-09-24 21:31:32$5$还行
376$30128916$夺冠$[已注销]$2020-09-26 23:10:22$6$电影中出现的80年代女排一个个都没有名字，这样的处理方式也许是为了凸显“集体”与“个体”观念的前后对比，也许是出于审核等其他考虑，但曾经做出成绩的每一个人都值得留下姓名。
377$30128916$夺冠$Muto$2020-09-29 23:20:31$3$相对于其他北上的香港导演，陈可辛显得十分幸运，这种幸运体现在他对历史趋势和时代脉搏的准确把握。踩在「回归」线上的《甜蜜蜜》就是一个很好的例子，这次的《夺冠》显然也是同个思路。尽管不是郎平的传记电影，但郎平个人的成长史无疑是进入陈可辛这部作品的一个最佳角度。借着郎平离开又回归的这段经历来抒发自己乡愁的陈可辛，在中国女排「东山再起」的过程中夹带了许多个人表达。整部作品的核心冲突也多发生在公与私之间：所谓「女排精神」是传统的，但「中国女排」具体的战术和打法却是现代的。这种现代性在影片里就已遭到传统体制的质疑和排斥，在现实语境里恐怕更是如此。大概这也是「中国女排」改名《夺冠》的原因吧。
378$30128916$夺冠$德珈$2020-09-25 22:26:42$2$一部电影看完总会让人回味这是一部好电影还是烂电影，然后就去回想他的剧本，拍摄手法，演技，balabalabala。其实没那么多B事儿，就是讲了个牛逼的人和牛逼的事儿而已。
379$30128916$夺冠$事事顺心$2020-09-25 23:50:37$1$虽然陈可辛熟知商业片的创作套路，但是面对这样一个烫手的题材，陈在表现上也稍显吃力，因为女排精神本身是一个集体产物，所以整个片子看下来泪点很多，大的群体人物描写不细致，里面最丰满的人物当属吴刚饰演的教练袁伟民，郎平和教练陈忠和的性格却没有很好的表现出来。但影片依然给观众带来了三场酣畅淋漓的竞技场景，而且对于中国女排的顶峰到低谷再到重建的代表性事件，郎平作为老女排人和新女排人的历史交替人物，在女排对于排球运动的认知上产生了巨大变化，运动不再为国家，为集体，而是为了个人，为了自己，为了让自己变成一个完整的人。当郎平在08年奥运会上作为美国女排的教练时，她所热爱的也是她的排球事业，而不是为了家国荣誉
380$30128916$夺冠$guwenwen_gw$2020-10-01 21:20:17$4$像是看了三场比赛剪辑
381$30128916$夺冠$lacey$2020-09-25 13:20:44$11$必须五星，这部电影制作真的很精良很用心了，从巩俐的造型就可以看出来，女排精神真的很励志，一直是我们国家极力倡导的精神，光鲜亮丽的荣耀背后是多少汗水和眼泪，全场燃，太热血了
382$30128916$夺冠$yuppi$2020-11-29 22:37:18$4$剧情散，故事性也不够，为情怀和女排精神加一星。
383$30128916$夺冠$古他啦$2020-09-25 21:12:48$6$"中国女排牛逼！
但《夺冠》不是！"
384$30128916$夺冠$Officer T$2020-10-01 03:20:31$2$到底想说什么
385$30128916$夺冠$Sabrina$2020-12-03 22:41:08$1$可惜了，被主题搞得七零八落的。
386$30128916$夺冠$徐若风$2020-09-25 22:44:00$44$“排球不是人生的全部”，电影最终选择了将家国的宏大命题落到个体之上。三个段落之间，第一二段的时空线拉得很开，但情感上并没有发生断裂，反而把时代沉沉浮浮的错位感和传承感给拍了出来。尤其是第一段在影调上精准地还原了改革开放的时代背景。陈可辛总能抓住这种时代与个人间拉扯的痛点和多重视角，在《夺冠》里完成了一次足够漂亮的流变轮转。巩俐克制、镇定的表演稳住了全片，她演出了郎平在同一时间产生的多种复杂情感，层次分明、气场强大。女排队员们“自己演自己”则是个很大的惊喜，她们的专业让赛场的呈现给人以身临其境感，也增加了情感上的厚度。
387$30128916$夺冠$深水怪$2020-10-15 21:15:51$2$是神话也不是神话
388$30128916$夺冠$我只是看看而已$2020-09-24 12:04:43$86$"太好看吧了！！！看完特别热血沸腾！！好想运动一开始背景的部分好有妈妈的年代之前看过女排一次比赛好刺激现在比赛多了反而淡忘了 可惜运动就是这样让人会有一起行动的力量加油！！！里面原来是女排教练得话好狠啊！！是不是一直练习就能成功呢！加油吧"
389$30128916$夺冠$YQY-Vader$2020-09-23 21:25:55$11$巩皇气场太强大了，完全被折服...
390$30128916$夺冠$Sofie$2020-12-31 10:13:42$0$with妈妈
391$30128916$夺冠$六条叔叔🌈$2020-09-25 22:56:47$2$我喜欢这部电影。电影并不是郎平传记，导演竟然成功地让女排精神真实的成为了主角，三段式的故事结构讲述了女排精神的发展历程。女排精神是时代的产物，在那个万象更新的时代，国人需要女排精神作为火炬。后来发展带来的横流物欲迷失了人们对于胜利的定义，急功近利地认为成功似乎轻而易举，而丢掉了女排精神的意义。不得不承认当前的社会有很大的迷茫，而当我们发现自己分不清何去何从时，又庆幸女排精神又回来了。几场比赛戏份很棒，调度剪切都很一流，能让没看过排球和没有女排情节的人看的热血。最大的败笔就是审查修改，包括陈忠和在内的老一代女排人流血不流泪，却被忽略到没有姓名。陈可辛其实是善于用看似无关的故事传达自己的态度，想要保持鲜活，就要保持用改革对抗体制的勇气。
392$30128916$夺冠$丹妞$2020-09-25 09:44:20$8$看了点映，是部合格的体育类型电影，适合全家一起看，因为电影展开的图很大，所以各个年龄段的观众都能被成功带进去找到自己时代的记忆点。陈可辛导演这类型电影我是放心的，但不足也有一些，比如缺乏微小的戏剧张力，有点纪录片影子，但瑕不掩瑜，摄影配乐都是顶级的，这部电影这个题材不仅仅是艺术作品，对中国人来说也意味着一种精神，这部原本要在2020大年初一上映的电影，因为疫情推到了2020国庆前，对我个人，也是标注在此，牢记这一年的苦难，盼今后日日是好日。
393$30128916$夺冠$drunkenstain$2022-02-20 23:14:05$1$《郎平传》1.“什么时候一个国家不再把输赢看做衡量运动体育精神的唯一标准，这个国家就真的强大了”，但这个片子80%的时间都在讲与这句话完全相反的追求；2.郎平真的那么不苟言笑吗？为什么巩俐演得像个拯救了地球的孤胆英雄？年轻和中年的差异太大了，而这个转变没交代，她去美国执教那段时间完全是一闪而过，毫无挖掘；3.为什么剪成PPT？4.什么时候中国的运动题材电影能不那么高大全？5.彭昱畅长大后就是黄渤，这个太绝了。
394$30128916$夺冠$小瓣生☕️$2020-10-03 10:22:38$3$"寂寞是一群近在咫尺的背影，狂欢是一双横越大洋的遥望。担在肩头的不是杠铃的负重、而是梦想的厚度。抬起双膝的不止荣耀的底座、还有深沉的泪海。他输了她也想输掉的比赛，她赢回他渴望登上的王座。故园球场有青春永恒，一个印记就是一道疤痕；用速溶咖啡代替浊酒，难酬壮志亦难温旧梦。这颗球不止是种运动，无数双手也难以抚平它的皱褶；这代人不仅是群选手，岁月长河涤荡淘尽了最好的时光。

"
395$30128916$夺冠$肖浑$2020-12-13 19:42:11$5$八十年代那段看得生理不适，也不明白为啥除了郎平别的队员连名字都不能提。巩俐上场后好点儿了，但价值观上还是拧巴，想从集体主义转到个人主义但时不时还要往回掰一掰。这么多掣肘陈可辛图啥呢，为《李娜传》练手么，可那个故事的敏感点只会更多吧，我要是导演我想想都要疯。
396$30128916$夺冠$peterpen$2021-03-18 21:45:42$1$总是在好与不好间左右横跳。竞赛部分可以的，但是有很多地点又有短点，最后好像完了，但是又感觉不应该这么结束。不知道该怪谁，总的来说我觉得这是好的电影，甚至和演技都没有什么关系
397$30128916$夺冠$W$2020-10-05 19:56:53$1$原型有足夠的複雜性和魅力，讓電影也不那麼難看。遺憾的是，04雅典奧運奪冠是我心中的奇跡時刻，在電影中被一筆帶過了。
398$30128916$夺冠$世界已夷为碎片$2020-12-22 02:18:41$3$已经没办法看这类电影了，身体自动抵触，所有的口号、横幅、泪水和话语都是对我意识的无情侵占，只想赶快逃离。我的想法是，你永远可以看一部ideology电影，一部国家意志电影，但不是这个国家的，只能是在可以自由谈论它们的国家里。
399$30128916$夺冠$河神riverG$2020-09-26 18:22:32$1$8分。结构挺好，虽然煽情。
400$30128916$夺冠$南舍勇巴$2020-09-26 16:57:53$7$还不错，最爱巩皇
401$30128916$夺冠$童殿$2020-09-26 18:57:33$4$"片面、混乱，中国女排不能没男人（esp. 陈忠和?!…
要是真爱还是看比赛吧（所有运动都是"
402$30128916$夺冠$Zagadka$2021-06-26 22:26:57$8$挺感动的，尤其是对郎平，放弃了那么多来拯救当时摇摇欲坠的中国女排。如果我能有幸，曾经处在这样的集体，那我一定比现在更完整。但是陈忠和让王渤来演，我不知道其中的原因，但是感觉很不合适，气质上就完全不一样，把儒雅的陈忠和变成了谐星一样的角色。
403$30128916$夺冠$光年‖影视歌三栖民工$2020-12-01 23:45:15$1$主旋律题材难得地有了人性的光辉。不再只是为国，而是为自己。最感人的部分是80年代女排的战斗。每一次被前辈的拼命劲感动，其实想到的是同那么多“不可能”搏斗的自己
